page,clicks,impressions,ctr_percent,position
https://pandasushi.od.ua/,9,337,2.67,21.8
https://pandasushi.od.ua/deserty.html,0,4,0.00,35.5
https://pandasushi.od.ua/menu.html,0,16,0.00,34.8
https://pandasushi.od.ua/rolls.html,0,10,0.00,14.7
https://pandasushi.od.ua/sety.html,0,18,0.00,50.8
