page,clicks,impressions,ctr_percent,position
https://pandasushi.od.ua/,16,497,3.22,19.1
https://pandasushi.od.ua/delivery.html,0,1,0.00,3.0
https://pandasushi.od.ua/deserty.html,0,2,0.00,9.5
https://pandasushi.od.ua/menu.html,0,17,0.00,36.2
https://pandasushi.od.ua/sety.html,0,21,0.00,45.9
